# STEP_NO SUBSYSTEMS FINAL_ITERATIONS STEP_SECONDS
0 157 12 1.273000
1 156 8 0.868000
2 156 8 0.866000
3 152 7 0.777000
4 154 7 0.785000
5 151 7 0.794000
6 150 7 0.798000
7 153 7 0.821000
8 153 7 0.823000
9 152 7 0.831000
10 152 7 0.839000
11 153 7 0.821000
12 154 7 0.823000
13 155 7 0.825000
14 155 6 0.713000
15 155 7 0.825000
16 155 7 0.819000
17 155 7 0.822000
18 155 7 0.819000
19 153 7 0.787000
20 146 7 0.790000
21 146 7 0.781000
22 145 6 0.665000
23 147 7 0.757000
24 148 7 0.789000
25 148 7 0.781000
26 146 7 0.806000
27 146 7 0.800000
28 148 7 0.811000
29 147 7 0.812000
30 147 6 0.704000
31 147 7 0.807000
32 147 7 0.803000
33 146 7 0.788000
34 146 7 0.804000
35 146 7 0.808000
36 146 7 0.791000
37 146 8 0.914000
38 148 8 0.919000
39 148 7 0.808000
40 147 7 0.820000
41 148 7 0.816000
42 149 7 0.808000
43 149 7 0.810000
44 149 6 0.704000
45 150 6 0.704000
46 150 7 0.812000
47 150 6 0.711000
48 150 6 0.725000
49 150 6 0.724000
50 150 7 0.824000
51 149 6 0.715000
52 152 6 0.709000
53 154 6 0.718000
54 154 7 0.806000
55 156 7 0.800000
56 150 7 0.818000
57 151 6 0.697000
58 151 6 0.713000
59 152 6 0.707000
60 153 7 0.813000
61 151 7 0.815000
62 148 7 0.832000
63 148 7 0.828000
64 154 7 0.796000
65 155 7 0.814000
66 154 7 0.823000
67 152 7 0.876000
68 152 7 0.863000
69 152 7 0.866000
70 153 7 0.867000
71 153 6 0.751000
72 153 7 0.857000
73 154 7 0.852000
74 157 7 0.811000
75 157 7 0.804000
76 157 7 0.799000
77 157 7 0.799000
78 155 7 0.805000
79 148 7 0.830000
80 150 7 0.837000
81 153 7 0.827000
82 152 6 0.725000
83 155 7 0.813000
84 155 7 0.813000
85 153 7 0.819000
86 148 7 0.841000
87 145 7 0.817000
88 144 7 0.822000
89 144 7 0.816000
90 145 7 0.837000
91 144 7 0.823000
92 144 7 0.800000
93 144 7 0.810000
94 145 7 0.825000
95 150 7 0.837000
96 155 7 0.843000
97 154 7 0.845000
98 154 7 0.849000
99 154 7 0.853000
100 155 7 0.860000
101 156 7 0.854000
102 155 7 0.860000
103 158 7 0.843000
104 153 7 0.853000
105 153 7 0.852000
106 156 5 0.620000
107 157 6 0.723000
108 157 7 0.862000
109 157 7 0.847000
110 160 6 0.725000
111 161 6 0.731000
112 153 7 0.861000
113 157 7 0.833000
114 158 7 0.837000
115 158 7 0.841000
116 156 7 0.841000
117 156 7 0.842000
118 155 7 0.833000
119 156 7 0.807000
120 149 7 0.835000
121 149 7 0.794000
122 150 7 0.801000
123 150 7 0.810000
124 151 7 0.794000
125 151 7 0.791000
126 150 7 0.811000
127 150 7 0.812000
128 150 7 0.800000
129 150 7 0.815000
130 150 7 0.805000
131 150 7 0.817000
132 150 7 0.803000
133 148 7 0.792000
134 149 7 0.777000
135 154 7 0.771000
136 155 7 0.770000
137 156 8 0.880000
138 155 8 0.887000
139 155 7 0.773000
140 156 6 0.672000
141 159 6 0.658000
142 159 6 0.654000
143 159 6 0.655000
144 159 7 0.760000
145 158 7 0.768000
146 159 6 0.690000
147 158 7 0.761000
148 157 7 0.771000
149 157 6 0.668000
150 152 6 0.705000
151 159 5 0.605000
152 157 7 0.813000
153 156 7 0.844000
154 158 7 0.804000
155 154 7 0.823000
156 156 6 0.709000
157 153 7 0.822000
158 152 7 0.829000
159 153 7 0.809000
160 155 6 0.695000
161 156 7 0.801000
162 156 6 0.704000
163 156 6 0.689000
164 154 7 0.811000
165 156 7 0.816000
166 157 7 0.818000
167 152 7 0.840000
168 156 7 0.798000
169 153 7 0.804000
170 153 6 0.716000
171 159 7 0.809000
172 153 7 0.828000
173 155 7 0.817000
174 156 7 0.808000
175 156 7 0.800000
176 156 7 0.795000
177 156 7 0.799000
178 156 7 0.804000
179 156 6 0.707000
180 158 6 0.695000
181 159 7 0.793000
182 157 7 0.827000
183 159 7 0.829000
184 159 6 0.712000
185 158 6 0.709000
186 156 7 0.819000
187 156 7 0.820000
188 157 7 0.823000
189 157 6 0.717000
190 156 6 0.711000
191 152 7 0.835000
192 153 7 0.859000
193 152 7 0.852000
194 152 7 0.858000
195 150 7 0.823000
196 155 7 0.793000
197 146 7 0.813000
198 146 7 0.827000
199 148 7 0.838000
200 149 7 0.843000
201 147 7 0.837000
202 147 7 0.840000
203 147 7 0.846000
204 152 7 0.883000
205 151 7 0.869000
206 151 7 0.875000
207 150 7 0.853000
208 151 7 0.865000
209 151 7 0.866000
210 151 7 0.860000
211 152 7 0.869000
212 152 7 0.862000
213 152 7 0.860000
214 152 7 0.873000
215 152 7 0.878000
216 152 7 0.890000
217 152 8 1.000000
218 151 7 0.891000
219 152 7 0.893000
220 152 7 0.889000
221 151 7 0.889000
222 151 6 0.764000
223 153 6 0.756000
224 153 7 0.865000
225 153 7 0.873000
226 153 6 0.761000
227 153 6 0.746000
228 151 7 0.864000
229 151 6 0.750000
230 151 7 0.848000
231 151 7 0.847000
232 150 7 0.855000
233 150 7 0.855000
234 156 6 0.735000
