#CLOSEST_00001[Frame] CLOSEST_00001[Mol] CLOSEST_00001[Dist] CLOSEST_00001[FirstAtm]
                    1                  5              1.8302                      31
                    1                 95              1.8979                     301
                    1                 10              1.9229                      46
                    1                102              2.2512                     322
                    1                131              2.4218                     409
                    1                 76              2.4306                     244
                    1                132              2.4429                     412
                    1                 27              2.5790                      97
                    1                159              2.5995                     493
                    1                 80              2.6869                     256
                    1                 22              2.7081                      82
                    1                127              2.7351                     397
                    1                 66              2.8061                     214
                    1                101              2.8573                     319
                    1                103              2.9225                     325
                    1                108              2.9793                     340
                    1                 12              2.9847                      52
                    1                  6              3.0697                      34
                    1                123              3.0752                     385
                    1                 33              3.1890                     115
                    1                 59              3.3441                     193
                    1                 88              3.4986                     280
                    1                129              3.5220                     403
                    1                138              3.5550                     430
                    1                 74              3.5634                     238
                    1                130              3.7223                     406
                    1                109              3.7256                     343
                    1                 67              3.7461                     217
                    1                114              3.8491                     358
                    1                107              3.9476                     337
                    1                 37              3.9560                     127
                    1                 30              4.0537                     106
                    1                 28              4.1088                     100
                    1                 15              4.2630                      61
                    1                 99              4.3396                     313
                    1                 11              4.3747                      49
                    1                 47              4.4101                     157
                    1                 17              4.5849                      67
                    1                141              4.6542                     439
                    1                144              4.6786                     448
                    1                 96              4.6925                     304
                    1                 91              4.6976                     289
                    1                 77              4.7367                     247
                    1                 60              4.8336                     196
                    1                 54              4.8567                     178
                    1                  3              4.8966                      25
                    1                106              4.9050                     334
                    1                161              4.9356                     499
                    1                104              4.9412                     328
                    1                 72              5.0062                     232
                    1                119              5.0151                     373
                    1                148              5.0203                     460
                    1                111              5.0215                     349
                    1                 94              5.1680                     298
                    1                 58              5.2221                     190
                    1                 23              5.2952                      85
                    1                113              5.3125                     355
                    1                118              5.3349                     370
                    1                 56              5.4262                     184
                    1                 52              5.4267                     172
                    1                 78              5.4527                     250
                    1                 20              5.4655                      76
                    1                 46              5.4834                     154
                    1                162              5.5853                     502
                    1                146              5.6026                     454
                    1                137              5.6039                     427
                    1                  2              5.6061                      22
                    1                142              5.6068                     442
                    1                125              5.6249                     391
                    1                 43              5.6360                     145
                    1                121              5.6370                     379
                    1                117              5.6391                     367
                    1                 57              5.6564                     187
                    1                140              5.7003                     436
                    1                 85              5.7116                     271
                    1                 34              5.7394                     118
                    1                 63              5.7944                     205
                    1                 31              5.8455                     109
                    1                100              5.8582                     316
                    1                 81              5.8786                     259
                    1                 83              5.8836                     265
                    1                 24              5.9496                      88
                    1                 98              5.9856                     310
                    1                160              6.0161                     496
                    1                 62              6.0466                     202
                    1                 70              6.1233                     226
                    1                116              6.1248                     364
                    1                 18              6.1313                      70
                    1                 38              6.1626                     130
                    1                 49              6.2517                     163
                    1                 50              6.3064                     166
                    1                 40              6.3105                     136
                    1                 44              6.3797                     148
                    1                 68              6.4424                     220
                    1                 90              6.4522                     286
                    1                 53              6.4649                     175
                    1                 69              6.5705                     223
                    1                 21              6.5832                      79
                    1                128              6.6101                     400
                    1                145              6.6143                     451
                    1                158              6.6215                     490
                    1                 26              6.6924                      94
                    1                  7              6.7265                      37
                    1                105              6.7471                     331
                    1                136              6.8167                     424
                    1                150              6.8176                     466
                    1                115              6.8319                     361
                    1                 55              6.8965                     181
                    1                152              6.9818                     472
                    1                 79              7.1108                     253
                    1                134              7.1336                     418
                    1                 42              7.1441                     142
                    1                126              7.1487                     394
                    1                163              7.1738                     505
                    1                 71              7.1860                     229
                    1                157              7.2333                     487
                    1                 39              7.2666                     133
                    1                112              7.3211                     352
                    1                149              7.3307                     463
                    1                 14              7.3875                      58
                    1                 25              7.5139                      91
                    1                 45              7.5536                     151
                    1                 75              7.6219                     241
                    1                 97              7.6381                     307
                    1                 82              7.6398                     262
                    1                 35              7.7202                     121
                    1                 93              7.7640                     295
                    1                135              7.7656                     421
                    1                133              7.7712                     415
                    1                 73              7.7762                     235
                    1                156              7.8238                     484
                    1                 32              7.8823                     112
                    1                120              7.9477                     376
                    1                  9              7.9485                      43
                    1                 29              7.9765                     103
                    1                 51              8.0661                     169
                    1                139              8.0732                     433
                    1                 87              8.2277                     277
                    1                 64              8.2392                     208
                    1                 84              8.3415                     268
                    1                151              8.3885                     469
                    1                  4              8.4080                      28
                    1                 16              8.4084                      64
                    1                  8              8.4577                      40
                    1                154              8.6067                     478
                    1                 61              8.6473                     199
                    1                 65              8.8286                     211
                    1                 36              8.8659                     124
                    1                 41              8.9168                     139
                    1                147              8.9354                     457
                    1                153              8.9568                     475
                    1                 48              8.9647                     160
                    1                 19              9.3203                      73
                    1                122              9.4748                     382
                    1                 13              9.6393                      55
                    1                155              9.6438                     481
                    1                 89              9.8125                     283
                    1                143              9.8729                     445
                    1                 86              9.9747                     274
                    1                110             10.0606                     346
                    1                 92             10.3471                     292
                    1                124             10.5370                     388
