# STEP_NO SUBSYSTEMS FINAL_ITERATIONS STEP_SECONDS
477 212 8 1.369000
478 213 7 1.226000
479 213 8 1.428000
480 213 8 1.399000
481 213 9 1.588000
482 214 8 1.378000
483 214 8 1.373000
484 215 7 1.224000
485 214 8 1.360000
486 215 8 1.403000
487 215 8 1.379000
488 214 8 1.372000
489 215 7 1.219000
490 213 7 1.226000
491 213 8 1.377000
492 215 8 1.382000
493 216 8 1.390000
494 216 8 1.402000
495 216 8 1.388000
496 215 8 1.383000
497 215 7 1.230000
498 213 7 1.232000
499 214 7 1.226000
500 215 8 1.378000
501 214 7 1.221000
502 213 7 1.229000
503 213 8 1.384000
504 215 8 1.364000
505 214 8 1.365000
506 213 8 1.363000
507 213 7 1.221000
508 213 7 1.211000
509 213 8 1.376000
510 211 8 1.375000
511 212 8 1.377000
512 209 8 1.341000
513 210 8 1.343000
514 208 6 1.059000
515 208 8 1.369000
516 212 8 1.381000
517 211 8 1.379000
518 210 7 1.222000
519 210 7 1.236000
520 210 8 1.355000
521 210 8 1.395000
522 210 8 1.389000
523 210 9 1.539000
524 209 8 1.377000
525 210 8 1.363000
526 209 7 1.210000
527 208 8 1.354000
528 208 8 1.368000
529 207 8 1.360000
530 209 8 1.350000
531 208 8 1.356000
532 208 8 1.346000
533 208 8 1.360000
534 208 7 1.207000
535 206 8 1.395000
536 208 8 1.389000
537 207 7 1.246000
538 205 8 1.386000
539 205 8 1.378000
540 204 8 1.377000
541 210 8 1.389000
542 213 8 1.391000
543 213 8 1.400000
544 213 8 1.385000
545 212 8 1.399000
546 211 8 1.364000
547 210 8 1.374000
548 209 8 1.389000
549 209 8 1.386000
550 209 8 1.384000
551 207 7 1.232000
552 208 8 1.393000
553 209 8 1.382000
554 210 8 1.418000
555 212 9 1.574000
556 210 8 1.404000
557 207 8 1.408000
558 207 8 1.410000
559 209 8 1.412000
560 209 8 1.420000
561 210 8 1.444000
562 210 8 1.427000
563 211 8 1.447000
564 210 8 1.469000
565 214 7 1.303000
566 214 7 1.316000
567 211 9 1.640000
568 207 9 1.560000
569 207 7 1.261000
570 204 8 1.402000
571 204 8 1.406000
572 205 8 1.428000
573 205 8 1.420000
574 206 8 1.425000
575 206 8 1.425000
576 206 8 1.419000
577 207 7 1.252000
578 206 8 1.418000
579 204 8 1.418000
580 204 7 1.251000
581 206 8 1.406000
582 206 8 1.410000
583 206 8 1.391000
584 205 8 1.444000
585 207 8 1.419000
586 207 8 1.434000
587 207 7 1.291000
588 206 8 1.441000
589 206 8 1.419000
590 206 7 1.271000
591 208 7 1.282000
592 210 7 1.278000
593 211 7 1.288000
594 209 7 1.344000
595 210 7 1.280000
596 210 6 1.127000
597 208 7 1.294000
598 212 8 1.433000
599 211 8 1.437000
600 199 8 1.423000
601 198 8 1.422000
602 198 8 1.441000
603 201 8 1.402000
604 201 8 1.407000
605 201 8 1.427000
606 201 8 1.415000
607 202 8 1.416000
608 202 8 1.419000
609 202 8 1.421000
610 204 8 1.411000
611 203 8 1.411000
612 202 8 1.415000
613 203 8 1.390000
614 202 8 1.389000
615 201 8 1.393000
616 201 7 1.220000
617 201 7 1.243000
618 201 7 1.225000
619 201 8 1.411000
620 201 7 1.223000
621 201 7 1.222000
622 201 8 1.381000
623 203 8 1.398000
624 203 7 1.224000
625 204 7 1.218000
626 203 8 1.371000
627 203 8 1.368000
628 203 8 1.367000
629 203 7 1.196000
630 205 7 1.190000
631 204 8 1.355000
632 205 7 1.205000
633 206 8 1.359000
634 204 7 1.206000
635 204 7 1.214000
636 205 8 1.371000
637 204 8 1.394000
638 204 8 1.363000
639 204 8 1.362000
640 203 8 1.357000
641 204 8 1.357000
642 204 7 1.206000
643 204 8 1.355000
644 205 8 1.368000
645 203 7 1.229000
646 202 8 1.369000
647 203 8 1.363000
648 201 8 1.379000
649 201 8 1.366000
650 203 9 1.530000
651 203 7 1.202000
652 203 7 1.219000
653 204 8 1.362000
654 206 8 1.405000
655 207 8 1.371000
656 206 8 1.374000
657 207 8 1.367000
658 199 8 1.376000
659 198 9 1.545000
660 198 8 1.394000
661 198 7 1.224000
662 202 7 1.234000
663 203 8 1.419000
664 202 8 1.414000
665 202 8 1.405000
666 200 8 1.421000
667 196 8 1.439000
668 197 7 1.267000
669 197 8 1.430000
670 197 8 1.452000
671 198 7 1.284000
672 198 8 1.453000
673 196 8 1.451000
674 198 8 1.448000
675 198 8 1.439000
676 198 8 1.437000
677 198 7 1.268000
678 199 8 1.456000
679 199 7 1.274000
680 199 8 1.442000
681 197 9 1.604000
682 197 8 1.464000
683 195 8 1.484000
684 195 8 1.463000
685 196 7 1.310000
686 195 8 1.504000
687 196 8 1.447000
688 197 8 1.449000
689 200 8 1.444000
690 196 8 1.464000
691 196 8 1.441000
692 197 8 1.426000
693 200 7 1.289000
694 200 8 1.440000
695 199 8 1.439000
696 199 8 1.434000
697 198 8 1.449000
698 199 8 1.435000
699 199 7 1.279000
700 198 8 1.446000
701 200 8 1.438000
702 200 7 1.268000
703 198 7 1.312000
704 200 8 1.467000
705 200 7 1.306000
706 201 8 1.464000
707 201 9 1.616000
708 201 8 1.438000
709 201 7 1.294000
710 201 7 1.311000
711 201 7 1.310000
712 202 7 1.268000
713 202 7 1.249000
714 202 8 1.428000
715 201 8 1.461000
716 201 8 1.446000
717 201 8 1.447000
718 206 8 1.470000
719 207 8 1.459000
720 207 8 1.453000
721 206 8 1.443000
722 204 9 1.618000
723 204 8 1.473000
724 205 8 1.417000
725 205 8 1.422000
726 205 7 1.257000
727 205 6 1.094000
728 204 7 1.285000
729 203 8 1.436000
730 203 8 1.455000
731 204 7 1.269000
732 201 7 1.302000
733 201 8 1.442000
734 196 8 1.440000
735 203 8 1.400000
736 203 8 1.382000
737 203 8 1.373000
738 205 8 1.382000
739 206 8 1.376000
740 207 8 1.391000
741 207 8 1.396000
742 203 7 1.233000
743 198 7 1.236000
744 198 8 1.403000
745 198 8 1.407000
746 198 8 1.435000
747 198 8 1.414000
748 199 8 1.427000
749 199 8 1.417000
750 199 7 1.267000
751 199 8 1.407000
752 200 8 1.404000
753 199 8 1.448000
754 199 7 1.269000
755 199 8 1.447000
756 198 8 1.435000
757 197 8 1.424000
758 197 8 1.402000
759 197 8 1.433000
760 197 8 1.406000
761 197 8 1.411000
762 196 8 1.449000
763 196 8 1.424000
764 195 8 1.429000
765 197 8 1.439000
766 197 8 1.418000
767 196 8 1.428000
768 197 8 1.436000
769 199 8 1.393000
770 199 7 1.247000
771 199 7 1.236000
772 198 8 1.417000
773 198 8 1.395000
774 200 8 1.376000
775 201 8 1.378000
776 200 8 1.385000
777 198 8 1.374000
778 198 8 1.377000
779 199 8 1.370000
780 200 8 1.377000
781 199 7 1.225000
782 202 7 1.210000
783 201 8 1.375000
784 201 8 1.367000
785 200 8 1.388000
786 199 7 1.242000
787 199 7 1.241000
788 198 8 1.406000
789 197 8 1.391000
790 197 9 1.560000
791 197 8 1.399000
792 196 8 1.394000
793 195 7 1.246000
794 196 8 1.405000
795 196 8 1.402000
796 195 8 1.385000
797 195 8 1.387000
798 197 8 1.432000
799 197 7 1.238000
800 197 8 1.415000
801 197 8 1.437000
802 196 7 1.281000
803 197 8 1.426000
804 196 8 1.393000
805 196 8 1.384000
806 196 7 1.261000
807 196 7 1.237000
808 196 8 1.414000
809 196 8 1.416000
810 196 8 1.392000
811 196 8 1.391000
812 196 8 1.404000
813 196 8 1.392000
814 195 8 1.403000
815 195 8 1.407000
816 194 8 1.411000
817 194 8 1.416000
818 196 7 1.243000
819 196 8 1.413000
820 196 8 1.425000
821 196 7 1.239000
822 195 8 1.402000
823 195 8 1.414000
824 194 8 1.392000
825 193 7 1.263000
826 193 9 1.603000
827 198 8 1.359000
828 198 7 1.209000
829 198 8 1.355000
830 198 8 1.384000
831 199 8 1.347000
832 201 8 1.349000
833 201 7 1.209000
834 202 7 1.209000
835 202 8 1.372000
836 203 8 1.384000
837 203 7 1.238000
838 202 8 1.401000
839 201 8 1.398000
840 201 8 1.386000
841 201 7 1.218000
842 202 6 1.065000
843 202 7 1.208000
844 201 8 1.367000
845 200 8 1.386000
846 203 8 1.373000
847 201 8 1.370000
848 196 8 1.381000
849 197 8 1.404000
850 194 8 1.363000
851 195 8 1.376000
852 195 8 1.360000
853 195 8 1.354000
854 196 8 1.384000
855 200 8 1.379000
856 200 7 1.211000
857 199 7 1.209000
858 200 7 1.215000
859 200 9 1.524000
860 200 8 1.365000
861 201 8 1.364000
862 201 8 1.368000
863 201 8 1.369000
864 201 8 1.362000
865 199 7 1.194000
866 199 8 1.366000
867 199 8 1.350000
868 200 8 1.357000
869 200 8 1.359000
870 200 7 1.206000
871 201 8 1.342000
872 203 8 1.371000
873 202 7 1.208000
874 202 8 1.366000
875 201 9 1.515000
876 201 8 1.364000
877 200 8 1.376000
878 200 8 1.371000
879 199 8 1.358000
880 197 8 1.409000
881 197 8 1.404000
882 196 8 1.413000
883 196 8 1.425000
884 196 7 1.258000
885 197 8 1.409000
886 196 8 1.411000
887 195 8 1.402000
888 194 8 1.418000
889 194 8 1.401000
890 194 8 1.403000
891 194 7 1.237000
892 193 7 1.235000
893 195 8 1.381000
894 197 8 1.398000
895 198 8 1.416000
896 198 8 1.388000
897 196 9 1.542000
898 198 8 1.381000
899 198 8 1.378000
900 196 8 1.402000
901 196 8 1.380000
902 195 8 1.393000
903 196 8 1.383000
904 196 8 1.402000
905 196 8 1.398000
906 196 8 1.400000
907 195 8 1.398000
908 195 8 1.375000
909 195 8 1.396000
910 204 9 1.527000
911 203 8 1.381000
912 202 8 1.385000
913 201 8 1.380000
914 201 8 1.403000
915 201 8 1.397000
916 202 9 1.560000
917 196 8 1.376000
918 195 8 1.391000
919 195 8 1.411000
920 194 7 1.239000
921 198 7 1.195000
922 198 7 1.181000
923 199 7 1.201000
924 198 7 1.201000
925 199 8 1.354000
926 197 8 1.422000
927 198 8 1.414000
928 200 8 1.421000
929 194 8 1.361000
930 193 8 1.363000
931 193 8 1.381000
932 195 8 1.361000
933 194 8 1.363000
934 195 8 1.380000
935 195 7 1.206000
936 194 7 1.184000
937 194 7 1.200000
938 195 7 1.190000
939 196 8 1.342000
940 197 8 1.367000
941 197 8 1.355000
942 196 8 1.372000
943 198 8 1.355000
944 198 8 1.373000
945 198 7 1.213000
946 206 8 1.327000
947 203 8 1.350000
948 201 8 1.356000
949 201 8 1.361000
950 203 8 1.328000
951 203 9 1.468000
952 204 8 1.323000
953 204 9 1.481000
954 203 8 1.342000
955 204 8 1.302000
956 204 8 1.307000
957 205 8 1.310000
958 204 8 1.305000
959 208 7 1.156000
960 206 7 1.162000
961 205 8 1.309000
962 205 8 1.301000
963 206 8 1.312000
964 206 8 1.298000
965 206 8 1.304000
966 207 8 1.279000
967 207 9 1.431000
968 208 8 1.308000
969 206 8 1.304000
970 206 9 1.452000
971 206 9 1.466000
972 206 8 1.321000
973 205 8 1.309000
974 205 8 1.329000
975 204 8 1.336000
976 203 8 1.350000
977 202 8 1.351000
978 202 8 1.330000
979 201 8 1.327000
980 200 8 1.344000
981 200 9 1.502000
982 200 9 1.504000
983 199 8 1.361000
984 199 7 1.201000
985 199 7 1.207000
986 199 8 1.346000
987 199 8 1.342000
988 200 7 1.193000
989 201 8 1.359000
990 202 8 1.339000
991 201 8 1.378000
992 204 9 1.529000
993 204 8 1.376000
994 205 7 1.189000
995 206 7 1.182000
996 202 6 1.053000
997 202 8 1.357000
998 203 8 1.357000
999 203 8 1.348000
1000 203 8 1.346000
