# STEP_NO SUBSYSTEMS FINAL_ITERATIONS STEP_SECONDS
345 367 22 6.666000
346 366 24 7.271000
347 366 18 5.573000
348 364 17 5.337000
349 366 21 6.498000
350 369 23 7.131000
351 369 21 6.418000
352 368 20 6.127000
353 367 21 6.445000
354 365 15 4.680000
355 363 19 5.884000
356 364 19 5.900000
357 364 22 6.785000
358 365 20 6.175000
359 367 20 6.144000
360 363 21 6.402000
361 364 22 6.681000
362 363 18 5.551000
363 364 18 5.514000
364 367 19 5.814000
365 367 20 6.076000
366 366 13 4.080000
367 367 21 6.300000
368 366 22 6.667000
369 368 21 6.329000
370 367 19 5.747000
371 367 19 5.773000
372 368 20 6.024000
373 369 20 6.044000
374 368 22 6.573000
375 368 23 6.877000
376 367 22 6.560000
377 365 23 6.924000
378 364 22 6.605000
379 365 23 6.886000
380 368 21 6.295000
381 368 21 6.338000
382 370 21 6.301000
383 372 19 5.892000
384 372 21 6.466000
385 372 24 7.392000
386 374 24 7.424000
387 374 22 6.769000
388 372 20 6.245000
389 374 21 6.533000
390 373 23 7.055000
391 369 22 6.780000
392 369 21 6.471000
393 371 21 6.511000
394 371 22 6.848000
395 373 19 5.933000
396 375 21 6.530000
397 375 21 6.548000
398 374 18 5.649000
399 375 20 6.228000
400 374 19 5.919000
401 376 18 5.583000
402 375 21 6.496000
403 376 17 5.315000
404 376 19 5.945000
405 372 22 6.732000
406 371 23 7.094000
407 370 21 6.473000
408 369 20 6.148000
409 368 20 6.142000
410 366 20 6.213000
411 365 21 6.519000
412 367 24 7.313000
413 365 24 7.323000
414 364 23 7.064000
415 364 24 7.352000
416 364 22 6.693000
417 364 22 6.775000
418 364 23 7.065000
419 364 25 7.661000
420 363 24 7.305000
421 361 24 7.306000
422 368 24 7.190000
423 369 23 6.918000
424 369 23 6.896000
425 371 20 6.166000
426 370 20 6.111000
427 367 20 6.078000
428 351 11 3.426000
429 351 21 6.272000
430 355 20 6.032000
431 355 21 6.279000
432 354 10 3.200000
433 364 22 6.644000
434 366 21 6.354000
435 366 19 5.739000
436 356 23 6.810000
437 356 22 6.525000
438 370 22 6.521000
439 363 19 5.792000
440 362 16 4.913000
441 362 19 5.783000
442 364 18 5.464000
443 362 19 5.780000
444 367 17 5.166000
445 368 15 4.604000
446 368 12 3.754000
447 368 21 6.282000
448 368 22 6.620000
449 367 20 5.993000
450 364 19 5.676000
451 362 20 5.950000
452 361 20 5.998000
453 362 20 5.966000
454 363 21 6.282000
455 364 22 6.517000
456 365 19 5.670000
457 366 19 5.625000
458 365 20 5.911000
459 364 23 6.807000
460 364 21 6.211000
461 363 24 7.101000
462 364 22 6.521000
463 365 21 6.307000
464 370 26 7.810000
465 369 26 7.766000
466 370 23 6.849000
467 364 22 6.659000
468 365 22 6.704000
469 367 24 7.197000
470 368 23 6.928000
471 371 21 6.327000
472 372 23 6.864000
473 372 21 6.404000
474 372 20 6.053000
475 369 19 5.751000
476 359 17 5.029000
477 359 20 5.913000
478 358 13 3.994000
479 371 20 6.119000
480 371 18 5.469000
481 369 18 5.503000
482 367 18 5.463000
483 366 12 3.778000
484 367 20 6.064000
485 365 20 6.128000
486 364 19 5.798000
487 362 21 6.352000
488 364 22 6.659000
489 363 19 5.816000
490 360 20 6.098000
491 358 19 5.828000
492 358 19 5.790000
493 358 21 6.341000
494 358 22 6.635000
495 369 23 6.933000
496 361 21 6.464000
497 361 22 6.700000
498 363 17 5.204000
499 365 20 6.038000
500 366 21 6.346000
501 362 20 6.035000
502 364 22 6.609000
503 364 21 6.315000
504 364 22 6.630000
505 364 21 6.366000
506 365 24 7.244000
507 365 18 5.540000
508 366 20 6.131000
509 366 21 6.341000
510 354 21 6.377000
511 354 20 6.075000
512 357 21 6.404000
513 359 22 6.718000
514 359 22 6.752000
515 359 19 5.865000
516 361 20 6.137000
517 361 22 6.681000
518 363 21 6.405000
519 358 21 6.481000
520 359 16 5.003000
521 358 16 5.002000
522 358 16 4.969000
523 359 15 4.673000
524 362 16 5.022000
525 364 16 4.985000
526 359 17 5.300000
527 360 16 4.966000
528 360 17 5.209000
529 361 18 5.581000
530 362 17 5.234000
531 361 18 5.532000
532 360 17 5.258000
533 356 19 5.837000
534 355 21 6.403000
535 352 21 6.377000
536 354 19 5.779000
537 349 19 5.878000
538 348 22 6.709000
539 349 21 6.500000
540 350 20 6.086000
541 366 20 6.038000
542 364 21 6.390000
543 364 19 5.825000
544 365 16 4.949000
545 364 19 5.806000
546 361 23 7.008000
547 360 24 7.375000
548 359 20 6.218000
549 361 19 5.869000
550 363 18 5.654000
551 362 21 6.498000
552 360 20 6.148000
553 365 22 6.721000
554 365 19 5.882000
555 364 20 6.160000
556 365 19 5.882000
557 364 22 6.708000
558 364 23 7.036000
559 363 19 5.854000
560 362 18 5.485000
561 368 16 4.937000
562 368 18 5.491000
563 369 17 5.171000
564 369 12 3.743000
565 368 13 4.022000
566 367 14 4.319000
567 368 15 4.560000
568 366 21 6.295000
569 363 22 6.653000
570 362 21 6.414000
571 364 20 6.102000
572 359 19 5.809000
573 362 20 6.086000
574 361 14 4.324000
575 361 20 6.034000
576 360 17 5.186000
577 360 20 6.022000
578 360 16 4.907000
579 360 17 5.245000
580 358 15 4.677000
581 359 20 6.122000
582 359 22 6.710000
583 359 21 6.403000
584 362 20 6.052000
585 362 19 5.760000
586 361 20 6.234000
587 361 19 5.956000
588 362 17 5.326000
589 361 18 5.641000
590 366 15 4.763000
591 364 16 5.033000
592 366 11 3.580000
593 366 15 4.766000
594 367 16 5.068000
595 367 18 5.701000
596 367 20 6.265000
597 367 11 3.574000
598 367 17 5.358000
599 367 13 4.212000
600 367 17 5.368000
601 366 9 2.999000
602 367 16 5.103000
603 368 13 4.149000
604 368 11 3.575000
605 369 10 3.285000
606 369 17 5.290000
607 370 19 5.879000
608 370 15 4.739000
609 368 16 5.011000
610 366 17 5.322000
611 367 15 4.743000
612 367 15 4.737000
613 366 15 4.710000
614 365 18 5.647000
615 365 17 5.307000
616 367 17 5.268000
617 367 18 5.591000
618 368 18 5.554000
619 369 18 5.596000
620 368 17 5.272000
621 364 17 5.384000
622 363 19 5.929000
623 362 12 3.867000
624 361 18 5.658000
625 362 20 6.273000
626 360 18 5.697000
627 361 20 6.277000
628 359 19 5.976000
629 360 19 5.965000
630 363 21 6.545000
631 363 21 6.593000
632 361 20 6.288000
633 359 18 5.708000
634 357 18 5.639000
635 356 14 4.467000
636 356 13 4.174000
637 356 10 3.291000
638 357 18 5.628000
639 357 19 5.946000
640 357 15 4.774000
641 358 13 4.189000
642 357 15 4.779000
643 357 10 3.287000
644 356 13 4.151000
645 357 14 4.500000
646 357 10 3.302000
647 360 12 3.898000
648 360 13 4.146000
649 359 14 4.488000
650 360 12 3.855000
651 361 11 3.541000
652 360 12 3.869000
653 357 11 3.605000
654 358 10 3.260000
655 359 11 3.541000
656 359 10 3.258000
657 362 12 3.842000
658 354 17 5.294000
659 355 18 5.560000
660 355 18 5.564000
661 358 18 5.539000
662 357 19 5.871000
663 356 20 6.197000
664 352 19 5.913000
665 352 21 6.461000
666 352 22 6.755000
667 352 20 6.156000
668 354 19 5.888000
669 355 20 6.222000
670 354 19 5.965000
671 357 22 6.941000
672 356 22 6.897000
673 356 21 6.614000
674 356 18 5.704000
675 354 19 5.975000
676 354 16 5.056000
677 354 19 5.997000
678 354 12 3.901000
679 354 18 5.745000
680 354 17 5.440000
681 354 18 5.683000
682 353 15 4.784000
683 352 18 5.672000
684 352 19 5.970000
685 351 15 4.795000
686 352 12 3.896000
687 354 16 5.017000
688 354 19 6.013000
689 353 17 5.402000
690 354 16 5.123000
691 355 17 5.404000
692 361 17 5.337000
693 361 20 6.261000
694 361 20 6.249000
695 361 17 5.405000
696 360 18 5.864000
697 362 21 6.612000
698 363 17 5.423000
699 363 18 5.751000
700 362 18 5.776000
701 363 13 4.258000
702 363 19 6.080000
703 364 15 4.855000
704 364 9 3.040000
705 364 16 5.144000
706 364 18 5.796000
707 363 15 4.847000
708 363 18 5.774000
709 365 15 4.824000
710 365 19 6.018000
711 364 19 6.027000
712 364 12 3.926000
713 362 20 6.344000
714 360 18 5.707000
715 360 19 6.042000
716 361 19 6.112000
717 359 20 6.400000
718 362 21 6.580000
719 361 17 5.400000
720 361 21 6.586000
721 359 20 6.225000
722 361 19 5.905000
723 362 19 5.920000
724 361 15 4.814000
725 359 20 6.319000
726 359 20 6.333000
727 359 18 5.689000
728 361 18 5.677000
729 359 17 5.450000
730 361 18 5.859000
731 363 18 5.748000
732 363 18 5.684000
733 362 16 5.196000
734 369 18 5.862000
735 367 19 6.254000
736 371 16 5.128000
737 369 17 5.437000
738 368 10 3.295000
739 368 13 4.165000
740 368 16 5.140000
741 369 20 6.435000
742 370 18 5.747000
743 369 11 3.665000
744 368 17 5.527000
745 368 11 3.664000
746 367 16 5.138000
747 368 20 6.373000
748 368 21 6.704000
749 369 21 6.701000
750 368 19 6.004000
751 368 19 5.985000
752 367 21 6.532000
753 364 20 6.328000
754 363 21 6.707000
755 358 20 6.403000
756 362 21 6.696000
757 361 20 6.485000
758 362 21 6.720000
759 361 21 6.655000
760 363 20 6.388000
761 363 17 5.634000
762 361 15 4.898000
763 359 11 3.676000
764 359 18 5.769000
765 359 18 5.807000
766 360 19 6.017000
767 361 18 5.843000
768 361 18 5.802000
769 361 19 6.067000
770 361 18 5.835000
771 360 17 5.626000
772 358 20 6.463000
773 356 19 6.135000
774 358 18 5.822000
775 359 18 5.786000
776 359 16 5.135000
777 357 17 5.446000
778 358 16 5.063000
779 359 18 5.723000
780 359 17 5.440000
781 359 18 5.749000
782 358 18 5.730000
783 357 17 5.358000
784 359 17 5.370000
785 358 11 3.601000
786 352 14 4.433000
787 351 19 5.945000
788 351 15 4.711000
789 350 14 4.416000
790 349 14 4.412000
791 350 12 3.877000
792 349 11 3.536000
793 349 14 4.436000
794 349 16 5.036000
795 352 19 5.888000
796 352 19 5.900000
797 350 18 5.612000
798 352 17 5.340000
799 355 16 5.060000
800 356 21 6.497000
801 355 19 5.958000
802 354 16 5.088000
803 355 17 5.360000
804 357 18 5.577000
805 356 16 4.997000
806 357 13 4.118000
807 357 14 4.444000
808 355 16 5.003000
809 355 13 4.135000
810 355 15 4.759000
811 356 16 5.010000
812 357 17 5.291000
813 358 16 5.024000
814 358 13 4.135000
815 355 11 3.591000
816 356 14 4.435000
817 356 19 5.950000
818 357 14 4.443000
819 356 19 5.930000
820 357 18 5.607000
821 356 18 5.588000
822 356 14 4.372000
823 357 16 4.946000
824 357 18 5.521000
825 357 15 4.687000
826 356 17 5.244000
827 355 15 4.647000
828 355 15 4.695000
829 355 16 4.976000
830 354 17 5.257000
831 353 17 5.242000
832 354 18 5.596000
833 354 13 4.115000
834 353 21 6.377000
835 354 22 6.660000
836 354 10 3.194000
837 355 17 5.281000
838 355 18 5.533000
839 354 20 6.211000
840 353 17 5.223000
841 352 14 4.338000
842 356 18 5.607000
843 354 17 5.247000
844 354 15 4.667000
845 354 14 4.365000
846 352 22 6.891000
847 352 20 6.532000
848 353 18 5.992000
849 354 18 6.037000
850 354 20 6.469000
851 353 17 5.558000
852 361 19 6.406000
853 361 20 6.734000
854 361 18 6.029000
855 359 12 4.063000
856 359 13 4.439000
857 359 9 3.204000
858 358 11 3.800000
859 360 16 5.411000
860 359 16 5.289000
861 359 14 4.619000
862 359 17 5.616000
863 359 17 5.521000
864 360 13 4.424000
865 361 12 4.112000
866 352 11 3.947000
867 350 12 4.240000
868 350 20 6.748000
869 351 19 6.354000
870 350 19 6.431000
871 350 11 3.893000
872 351 18 6.065000
873 353 18 6.124000
874 362 16 5.182000
875 363 19 6.198000
876 362 18 5.913000
877 359 17 5.663000
878 366 17 5.575000
879 366 17 5.500000
880 366 15 5.052000
881 366 14 4.664000
882 368 20 6.458000
883 366 20 6.473000
884 366 15 4.992000
885 369 18 5.895000
886 369 18 5.949000
887 368 17 5.648000
888 371 11 3.781000
889 371 21 6.744000
890 372 20 6.554000
891 371 20 6.506000
892 372 19 6.216000
893 375 17 5.759000
894 376 18 5.941000
895 376 13 4.320000
896 374 17 5.547000
897 374 18 5.969000
898 376 16 5.216000
899 376 18 5.798000
900 374 19 6.161000
901 372 16 5.228000
902 373 19 6.267000
903 372 20 6.649000
904 371 20 6.516000
905 373 20 6.488000
906 371 18 5.893000
907 370 21 6.868000
908 371 20 6.574000
909 372 21 6.810000
910 372 19 6.132000
911 372 19 6.296000
912 372 20 6.591000
913 364 21 6.810000
914 366 22 7.178000
915 368 20 6.481000
916 367 19 6.086000
917 367 20 6.502000
918 366 18 5.946000
919 365 17 5.595000
920 365 13 4.306000
921 365 14 4.736000
922 361 17 5.687000
923 367 19 6.174000
924 367 13 4.361000
925 369 15 5.050000
926 369 13 4.407000
927 369 18 5.947000
928 368 13 4.483000
929 368 17 5.706000
930 368 16 5.346000
931 369 17 5.652000
932 367 15 5.002000
933 370 11 3.773000
934 370 16 5.373000
935 369 11 3.785000
936 368 15 5.045000
937 367 15 5.133000
938 367 16 5.561000
939 366 12 4.104000
940 363 10 3.565000
941 365 15 5.097000
942 364 16 5.394000
943 364 16 5.314000
944 364 10 3.529000
945 364 14 4.790000
946 362 13 4.437000
947 362 10 3.506000
948 371 20 6.896000
949 371 22 7.375000
950 370 19 6.419000
951 369 11 3.875000
952 369 21 7.046000
953 369 22 7.309000
954 369 18 6.107000
955 367 20 6.727000
956 371 20 6.741000
957 371 19 6.548000
958 368 19 6.588000
959 366 18 6.254000
960 366 20 6.923000
961 367 18 6.196000
962 369 20 6.868000
963 372 22 7.431000
964 369 19 6.475000
965 368 19 6.490000
966 359 18 6.137000
967 360 19 6.350000
968 364 19 6.276000
969 363 18 5.942000
970 364 18 6.069000
971 364 18 6.028000
972 361 18 6.093000
973 361 20 6.704000
974 362 17 5.820000
975 361 20 6.762000
976 360 19 6.403000
977 360 19 6.290000
978 356 17 5.826000
979 356 20 6.813000
980 359 23 7.725000
981 358 22 7.403000
982 359 21 7.050000
983 356 21 7.136000
984 358 20 6.745000
985 359 21 7.242000
986 359 21 7.154000
987 361 20 6.790000
988 361 19 6.341000
989 360 20 6.772000
990 361 18 6.157000
991 362 21 7.231000
992 358 24 8.246000
993 358 21 7.283000
994 358 18 6.296000
995 358 21 7.205000
996 361 22 7.633000
997 360 21 7.330000
998 359 18 6.288000
999 359 19 6.588000
1000 366 21 7.045000
