#CLOSEST_00001[Frame] CLOSEST_00001[Mol] CLOSEST_00001[Dist] CLOSEST_00001[FirstAtm]
                    1                 17              1.6147                     124
                    1                272              1.8894                     889
                    1                249              2.0246                     820
                    1                 82              2.0313                     319
                    1                173              2.4111                     592
                    1                183              2.4849                     622
                    1                 45              2.5421                     208
                    1                135              2.6533                     478
                    1                 49              2.6673                     220
                    1                205              2.7058                     688
                    1                  6              2.7193                      91
                    1                251              2.7223                     826
                    1                326              2.7821                    1051
                    1                113              2.8161                     412
                    1                285              2.8169                     928
                    1                138              2.8214                     487
                    1                 48              2.8299                     217
                    1                204              2.8862                     685
                    1                209              2.9152                     700
                    1                208              2.9283                     697
                    1                219              2.9536                     730
                    1                187              2.9814                     634
                    1                 88              2.9894                     337
                    1                185              2.9968                     628
                    1                107              3.0057                     394
                    1                213              3.0286                     712
                    1                123              3.0548                     442
                    1                273              3.0570                     892
                    1                 86              3.0579                     331
                    1                 18              3.0637                     127
                    1                281              3.0999                     916
                    1                322              3.1025                    1039
                    1                189              3.1078                     640
                    1                111              3.1134                     406
                    1                268              3.1140                     877
                    1                143              3.1714                     502
                    1                 50              3.2594                     223
                    1                105              3.2840                     388
                    1                 58              3.3402                     247
                    1                157              3.3503                     544
                    1                 30              3.3516                     163
                    1                128              3.3735                     457
                    1                156              3.3881                     541
                    1                222              3.3923                     739
                    1                290              3.4133                     943
                    1                151              3.4277                     526
                    1                160              3.4298                     553
                    1                175              3.4758                     598
                    1                192              3.5148                     649
                    1                324              3.5152                    1045
                    1                265              3.5195                     868
                    1                158              3.5243                     547
                    1                246              3.5276                     811
                    1                320              3.5307                    1033
                    1                323              3.5329                    1042
                    1                283              3.5722                     922
                    1                227              3.5929                     754
                    1                302              3.5948                     979
                    1                312              3.6349                    1009
                    1                  5              3.7515                      88
                    1                259              3.7521                     850
                    1                224              3.7903                     745
                    1                 65              3.7923                     268
                    1                294              3.8432                     955
                    1                198              3.9124                     667
                    1                 46              3.9145                     211
                    1                 69              3.9290                     280
                    1                102              3.9830                     379
                    1                252              4.0819                     829
                    1                148              4.1477                     517
                    1                 60              4.1506                     253
                    1                 28              4.1726                     157
                    1                136              4.1948                     481
                    1                190              4.2289                     643
                    1                101              4.2319                     376
                    1                169              4.2706                     580
                    1                202              4.2825                     679
                    1                193              4.3024                     652
                    1                 83              4.3244                     322
